都道府県コード又は市区町村コード,NO,都道府県名,市区町村名,名称,カナ,郵便番号,区,所在地1,所在地2,緯度,経度,電話番号,URL,設置主体,定員,対象年齢[受入],対象年齢[最終],休園日,開所時間,閉所時間,教育標準開始時間,教育標準終了時間,延長保育の有無,延長保育[朝の開始時間],延長保育[夕方の終了時間],延長保育[利用料],延長保育[特記事項],満3歳児保育,備考,保育料,給食・お弁当,その他保護者負担額,特色/PR,方針,保護者の活動,送迎方法,駐車場,未就園児対象の行事,ひと言
221309,A122210001700,静岡県,浜松市,浜松市立浦川幼稚園,ハママツシリツウラカワヨウチエン,4313906,天竜区,浜松市天竜区佐久間町浦川2799,,35.052167,137.760946,(053)967-3803,urakawa-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,17:30,8:45,14:00,あり,,17:30,降園～16:30まで150円　以後1時間ごとに100円,長期休業中8:30～17:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：あり
給食費 264円/食 4,030円/月 
","【毎月】
絵本代 PTA会費 教材費
1,000円～1,300円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",小規模園であるため、町内や近隣の幼稚園との交流の場を大切にし、年齢に応じた経験をする中で、コミュニケーション能力が高まるようにしています。また、地域の幼稚園として地域のいろいろな人や自然、文化に触れ、心を揺さぶる感動体験を通して、ふるさとを大切に思う気持ちを育んでいます。,園目標「元気で仲良く遊ぶ子」を目指し、楽しい保育を実践しています。基本的生活習慣を身に付け、心身ともにたくましく自立した子を育てるために「幼児期に育てたい力」を基盤とし、発達段階に応じた子供の育ちを支え、定着のための見通しをもった編成をしています。また、いろいろな体験を通して、豊かな表現力を身に付け、言葉による伝え合いのできる子を育てています。,"PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（年8回程度）
入園説明会（1月）",赤佐西幼稚園は、子どもにとってとても良い園だと思います。子どもの体の成長や心の成長をよく見つめて下さり、“今”大切なことを“今”思い切り体験させていただける、この園が大好きです。子どもが伸び伸びと、自分らしさを発揮できる子に成長できたのも、赤佐西幼稚園に通わせていただいたおかげだと感謝しています。赤佐西幼稚園を選択させていただき、本当によかったです。
221309,A122210001719,静岡県,浜松市,浜松市立可美幼稚園,ハママツイチリツカミヨウチエン,4328062,南区,浜松市南区増楽町1199,,34.689376,137.694246,(053)447-0321,kami-k@city.hamamatsu-szo.ed.jp,浜松市,170,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:30,あり,7:30,18:30,7:30～開園　100円　降園～14:30　150円、以後1時間ごと100円16:30　20園　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食（外注昼食） 週3回 / 持参弁当 週2回
アレルギー対応：あり
給食費 280円/食・338円/食  約3,850円/月
","【毎月】
絵本代 教材費 おやつ代 PTA会費 アルバム代（年長）
1,500円～2,500円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","四季折々の遊びを伸び伸びと楽しめる広い園庭と、大きなプールがあります。直接体験や人とのかかわりを大切にしています。
地域を大切にし、地域の施設を訪ねたり、地域の人とかかわって色々なことを教わったりします。
子ども一人一人のニーズに合わせた発達支援の部屋で、個別の対応を必要とする園児に対して少人数での支援を行います。",あたたかさと魅力にあふれた幼稚園づくりを目指し、「自分らしく　かがやく子」を育てます。,"PTA役員
ボランティア活動
サークル活動","集団徒歩通園
保護者による個別送迎",なし,"入園説明会（5月）
一日入園（11・12・2月頃）
園庭開放
見学・参加出来る行事（運動会） ","・保護者と職員の連携がよく、相互の距離が近く感じる。
・子供たちが伸び伸びと生活できるように、環境改善に積極的に取り組んでくれている。"
221309,A122210001728,静岡県,浜松市,浜松市立舞阪幼稚園,ハママツイチリツマイサカヨウチエン,4310211,西区,浜松市西区舞阪町舞阪2668-33,,34.679996,137.610363,(053)592-7600,maisaka-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,17:30,8:30,14:00,あり,8:30,17:30,降園～16:30　150円16:3～17:30　100円,長期休業中8:30～17:30　夏季15日、冬季5日,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：あり（卵のみ）
給食費 275円/食 4,050円/月 
","【毎月】
絵本代 PTA会費 教材費 保育活動費
5,000円～6,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",・地域のよさを知るために、園外保育に出掛けています。（漁港、海浜公園、しらす工場・海苔工場・カキむき見学）,"・『楽しく遊ぶ子』を園目標に掲げています。好きな遊びに夢中になって取り組んだり、仲間と一緒に、試したり工夫したりして遊ぶ楽しさを味わったりします。
・全園児での活動の他、遊びや生活の中で、学年を問わず交流する機会を多く設け、異年齢のつながりを大切にしています。","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（ほほえみ学級6月から年6回程度）
入園説明会（1月）
体験入園（入園説明会後、数回程度実施する場合あり）
見学・参加できる行事（運動会）",自然に囲まれた園舎で、子供たちは毎日伸び伸びと生活をしている温かな雰囲気の幼稚園です。地域の方たちと触れ合う機会も多いです。
221309,A122210001782,静岡県,浜松市,浜松市立雄踏幼稚園,ハママツイチリツユウトウヨウチエン,4310102,西区,浜松市西区雄踏町宇布見7406,,34.706891,137.631316,(053)592-3000,yuto-k@city.hamamatsu-szo.ed.jp,浜松市,260,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:10,17:30,8:40,14:00,あり,8:10,17:30,降園から16:30　150円、以後1時間ごと100円,長期休業中8:10～17:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：あり
給食費 275円/食  約4,000円/月
","【毎月】
絵本代 PTA会費 教材費 保育活動費
0～1,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  アルバム代（年長のみ）",浜松市の市立幼稚園では、一番大きな規模の幼稚園です。広い園庭には、たくさんの大きな木があり四季折々の自然を感じることができます。大勢の子どもたちが思い思いに、自分のよさを発揮しながら友達とかかわる楽しさを感じたり、たくさんの自然と触れ合ったりして遊んでいます。,"「遊びを楽しみ、遊びをつくり出す子」
元気な子・やさしい子・感動する子・自分を表す子をめざして、子どものよさをたくさんみつけ、花まるいっぱいを大切にしています。","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス(ひよこの会、5月より年9回実施　第1回は5/21(金))
見学・参加出来る行事(運動会)、見学は随時可","広々とした園庭で、子どもたちがのびのびと元気に遊んでいます。
また、地域の方との交流もあり、畑をお借りして野菜を育てる「収穫体験」は、子どもたちが楽しみにしている活動の一つです。"
221309,A122210001791,静岡県,浜松市,浜松市立西気賀幼稚園,ハママツイチリツニシキガヨウチエン,4311305,北区,浜松市北区細江町気賀10052-4,,34.803178,137.62327,(053)523-1149,nishikiga-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:30,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週4回 / 持参弁当 週1回 
アレルギー対応：あり
給食費 281円/食 3,270円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料","・細江町の西側に位置し、浜名湖に近く、目の前を天浜線、裏山には姫街道が通り、自然環境に恵まれている。
・地域の人々は教育に対する関心が強く、「西気賀の子どもを育てる会」という教育活動を支援する組織がある。
・少子化により、園児数が減少しているが、地域の人々の温かさに支えられた温もりのある幼稚園である。　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　","・地域と園児の実態に即した温かさのある園経営に努める。
・一人一人の子供のよさや力を確かに育てる。（基本的生活習慣の確立、チャレンジ意欲、人とかかわる力）
・保護者や地域に信頼された保護者支援、園づくりに努める。","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（おひさま広場他 年1・2回程度実施・子育てサークルとの交流会）
入園説明会（1月に実施予定）
見学、参加できる行事（運動会他）",宮口幼稚園は、周辺の自然や地域とのつながりに恵まれ、園外に出掛ける機会が充実しています。たけのこ掘り・みかん狩りなど、様々な直接体験を通して人や物との関わりを深め、感動を味わうことができます。普段の生活でも、砂・土・泥などの可塑性に富んだ素材に触れたり、異年齢交流を通して縦のつながりを育んだりしながら一人一人の心身の成長を促します。
221309,A122210001808,静岡県,浜松市,浜松市立伊目幼稚園,ハママツイチリツイメヨウチエン,4311305,北区,浜松市北区細江町気賀3207-1,,34.78737,137.642768,(053)523-1197,ime-k@city.hamamatsu-szo.ed.jp,浜松市,50,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:30,14:00,8:20,14:00,なし,,,,,なし,,保育料（1号認定）,"給食 週4回 / 持参弁当 週1回
アレルギー対応：あり
給食費 281円/食
","【毎月】
PTA会費 教材費 
1,200円程度
【その他】
園服 体操服 クラス帽子  かばん  防災用品  保育用品  保険料","園舎前には浜名湖が広がり、園舎裏山には白山神社があり四季折々の変化を肌で感じられる豊かな自然環境に恵まれており、遊びの楽しさを五感を通して経験している。
保護者、地域とも大変協力的であり「三世代交流事業」は、伝統的な活動である。
隣接している小学校との連携を図り、様々な交流活動を行っている。",教育目標を「心豊かでたくましい子」とし、「たっぷり　じっくり　おもいっきり体験」による教育活動の充実を図ることにより、心も体も頭も元気なバランスのとれた子どもの育成を目指している。,"PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（なかよしランド 年7回程度実施、1日入園1月中旬）
見学・参加出来る行事（運動会・クリスマス会・見学随時）",集団の中でみんなと一緒にすることを身に付けてきて、社会性が養われていると感じています。環境のよい園で、のびのびとした教育をこれからも続けてほしいと思います。
221309,A122210001817,静岡県,浜松市,浜松市立中川幼稚園,ハママツシリツナカガワヨウチエン,4311304,北区,浜松市北区細江町中川2418-2,,34.80914,137.678454,(053)523-1364,nakagawa-k@city.hamamatsu-szo.ed.jp,浜松市,80,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週4回 / 持参弁当 週1回
アレルギー対応：要相談
給食費 281円/食 3,500円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  遠足代","(1)ＰＴＡのクラブ活動と共催しながら子どもの主体性と感性を磨く保育をしています。隣接小学校との交流も密にしています。
(2)一人一人のニーズに応じた支援をする「発達支援の部屋（たんぽぽの部屋）」を開設しています。育ちに応じた計画的な支援、少人数活動により人とかかわる力や生活力を高めます。子育て相談にも随時応じます。","【園目標】
「たんぽぽのように明るくたくましく思いやりのある子」
元気・友達・遊び大好きを重点とし、たっぷりと自然と触れ合い、感動体験をため込み思考力を育んでいます。また、豊かな生活体験から自分のことを自分でする力を、友達との遊びからコミュニケーション力や豊かな感性を育てます。","PTA役員
ボランティア活動
サークル活動",保護者による個別送迎,あり,"未就園児プレクラス（たんぽぽっこの会、年6回実施）
入園説明会（12月）
一日入園（1月）
園庭開放（保育後随時、たんぽぽっこの会開催時）
見学・参加出来る行事（運動会・見学随時）","地域ならではの場所へ園外保育に行く機会が多く、いろいろなことを経験できます。
お母さん同士が、仲の良い園です。仕事をされている方、未就園のお子さんがいらっしゃる方もいるので、PTA活動は助け合いながら、できることをできる人が無理のない範囲で行っています。"
221309,A122210001826,静岡県,浜松市,浜松市立中央幼稚園,ハママツシリツチュウオウヨウチエン,4311305,北区,浜松市北区細江町気賀304,,34.805901,137.651118,(053)523-0135,chuo-k@city.hamamatsu-szo.ed.jp,浜松市,60,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食 週4回 / 持参弁当 週1回
アレルギー対応：あり
給食費 281円/食 3,500円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料",自分の好きな遊びや友達との遊びを十分に楽しめるような保育をし、自分らしさを発揮し、人を思いやる気持ちのもてる子を育てています。異年齢交流の育ち合いや人との交流、自然体験・社会体験の充実、花いっぱい絵本いっぱいで心豊かに育つ環境の充実、PTA活動や子育て支援活動の充実を図り、子どもたちの心を豊かにしています。,教育目標を「おもいやりのある子」とし、自分らしさを発揮し、人を思いやる気持ちのもてる子を重点目標においています。五感による直接体験を通して「かかわり」の充実を図る中で「生きる力と思いやりの心」をはぐくむことを目標とし「元気もりもり（からだ）」「心きらきら（こころ）」「遊びわくわく（あたま）」の3本柱で、共に育ちあう生活づくりをしています。,"PTA役員
ボランティア活動",保護者による個別送迎,PTA借用駐車場あり,"未就園児プレクラス（月1回程度実施、1日入園12・1月）
入園説明会（9月）
見学・参加出来る行事（運動会・見学随時）",
221309,A122210001835,静岡県,浜松市,浜松市立高台幼稚園,ハママツイチリツタカダイヨウチエン,4311304,北区,浜松市北区細江町中川7172-701,,34.794128,137.685312,(053)523-0879,takadai-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:50,14:30,8:50,14:30,なし,,,,,なし,,保育料（1号認定）,"給食 週4回 / 持参弁当 週1回
アレルギー対応：要相談
給食費 281円/食 3,500円/月
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
園服 クラス帽子  かばん  保育用品  保険料","☆園生活の主人公は貴方のお子様です。
☆子供が子供らしく生活できる教育環境が揃っています。
　◎公園の遊具かと思うほどの立派な総合遊具
　◎豊富な運動遊具
　◎大きなプール
　◎図書館に負けない絵本が揃う絵本の部屋
　◎四季が感じられる園庭。泥んこ山。うさぎ。
☆保護者の子育ての不安や悩みにも寄り添えるようにしています。また、便りやブログ等でタイムリーに子供の姿を紹介し園教育を見える化しています。 ","「未来創造への人づくり」を子供の育ちの視点から考え、全職員が一丸となって一人一人の子供の成長をサポートします。
◎生活に必要な自分のことが自分でできるようにします。
◎好奇心や探求心をもち、積極的にものごとに関われるようにします。
◎友達やものや自然とのかかわりを喜び、大事にする心を育みます。
◎ものごとをよく考え、自分で決められるようにします。
◎考えたことをはっきりと話し、相手の話もしっかり聞けるようにします。
◎試したり、創意工夫したりして表現を面白がり楽しめるようにします。
＊少人数のため、園児全員が着実に育ちの階段を自分の力で登ります。 ",PTA役員,保護者による個別送迎,あり,"未就園児プレクラス（ひまわりっ子の会　5月～3月 月1回程度）
入園説明会（5・6月）
体験入園（12・1月）
見学・参加出来る行事（運動会、入園説明・見学随時）",山々に囲まれておおらかに育った園児たち。顔を見ると、笑顔で気さくに話しかけてくれます。人なつっこいかわいい子供たち。このまま、のびやかに自由に育ってくれるといいな…そんな風に思わせてくれる幼稚園です。
221309,A122210001844,静岡県,浜松市,浜松市立引佐幼稚園,ハママツイチリツイナサヨウチエン,4312216,北区,浜松市北区神宮寺町8-48,,34.831408,137.671158,(053)542-1933,inasa-k@city.hamamatsu-szo.ed.jp,浜松市,120,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円　降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 264円/食 4,030円/月 
","【年間】
教材費 PTA会費
【その他】
園服 クラス帽子 かばん 保育用品 保険料",本園は農山村地域で自然に恵まれ地域との連携により、田植え・稲刈り、みかん狩り等、多様な活動体験ができる。近くには市立井伊谷小学校、市立引佐南部中学校もあり連携が取りやすい環境にある。また、井伊谷宮・龍譚寺・城山・図書館など園外保育も充実でき、大きな園舎で園庭は広く、遊びの中で学ぶことができる幼稚園である。,"徒歩通園を基本としている。
登園は個別登園で、降園は保護者当番制による地区別グループ降園である。集団で歩くことで交通ルールのマナーを身につけられるような指導を幼児交通安全クラブ役員を中心に行っている。","PTA役員
ボランティア活動","集団徒歩通園
保護者による個別送迎",あり,"未就園児プレクラス（おひさま広場 年数回 6月頃～）
入園説明会（12月頃）
園庭開放（年数回、水曜日）
見学・参加出来る行事（運動会）",光明幼稚園は、豊かな自然環境に囲まれ、地域と共に歩む、環境に恵まれた幼稚園です。お父さん・お母さん先生を通じて行事にかかわることで、幼稚園を身近に感じ、保護者同士の親睦を深めることができました。今後も地域の一員として、かかわっていきたいです。
221309,A122210001853,静岡県,浜松市,浜松市立奥山幼稚園,ハママツシリツオクヤマヨウチエン,4312224,北区,浜松市北区引佐町奥山1110-1,,34.845874,137.629795,(053)543-0158,okuyama-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円　降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 4,030円/月（調整月あり）
","【毎月】
PTA会費 教材費 
0～1,000円程度
【入園時】
園服 クラス帽子 かばん 防災用品 保育用品等
16,000円程度
【その他】
進級時保育用品　保険料　4,000円程度　
",園周辺には竜ヶ岩洞や方広寺など地域財産が豊富にあります。自分が生まれ育った「ふるさと奥山」により親しみを感じられる経験を日々の保育の中に取りいれています。,"・少人数のよさを生かした教育
・地域とのふれ合いを大切にした活動
・幼小連携の重視","PTA役員
ボランティア活動
サークル活動",保護者による個別送迎,"あり
PTA借用駐車場あり","未就園児プレクラス（ひよこ教室 1～2か月に1回）
入園説明会（6,7月頃）
一日入園（3回）
園庭開放（1～2か月に1回）
見学・参加出来る行事（運動会） ","近くに阿多古川が流れ、自然に恵まれた地域にある幼稚園です。また、小学校と隣接しているため、小学生と自然な交流ができ、休み時間など一緒に遊ぶこともあります。
少人数なので、一人一人の子どもたちに目が行き届いている幼稚園です。"
221309,A122210001862,静岡県,浜松市,浜松市立伊平幼稚園,ハママツシリツイヒラヨウチエン,4312205,北区,浜松市北区引佐町伊平778-1,,34.864961,137.661167,(053)544-0718,idaira-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円　降園～16:30　150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：あり
給食費 264円/食 4,030円/月 
","【毎月】
PTA会費 教材費 
～1,000円程度
【入園時】
体操服 保育用品
20,000円程度
【その他】
園服 クラス帽子  かばん  保育用品  保険料","地域のみなさんや保護者も協力的で、多くの方に温かく支えられている　自然豊かな地域にある幼稚園です。
みて・ふれて・感じて　ふるさと(伊平・川名）の魅力大発見!を合言葉に、地域環境を生かした体験活動、地域のみなさんとのふれあいを楽しんでいます。",預かり保育など　働いているお母さん、子育て真っ最中のお母さんはもちろん、御家族みなさんの支援に努めています。,"PTA役員
ボランティア活動","通園バス（一部の地域）
保護者による個別送迎",あり,"未就園児プレクラス（ひよこ学級 6～2月、月1回実施）
入園説明会（1月頃）
園庭開放（午前9時30分～11時）
見学・参加出来る行事（運動会・発表会）","・園児同士、保護者同士とても仲が良く、保護者と教師が連携し合って保育を進めています。
・自然に恵まれ、身近な自然に触れる活動を多く取り入れています。　
・地域の方の力を借りて活動をする機会が多くあり、様々な人とのかかわりで、優しさやいたわりの気持ちなどを育んでいます。"
221309,A122210001871,静岡県,浜松市,浜松市立引佐北部みさと幼稚園,ハママツイチリツイナサホクブミサトヨウチエン,4312536,北区,浜松市北区引佐町田沢432-1,,34.89778,137.656321,(053)544-0739,misato-k@city.hamamatsu-szo.ed.jp,浜松市,30,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:50,14:00,あり,7:30,18:30,7:30～開園　100円　降園～16:30　150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 264円/食 4,030円/月　調整月あり
","【毎月】
PTA会費 教材費
800円程度
【入園時】
園服 体操服 クラス帽子 ヘルメット かばん 保育用品　
15,000円程度
【その他】
行事費 進級時保育用品
6,000円程度","・小規模園の良さを生かし、一人一人を大切にした保育、仲間の良さを認め合える保育をすることで優しくおもいやりのある子を育てます。
・伝統ある和太鼓の演奏で、幼稚園から地域に元気を発信しています。
・絵本の読み聞かせを通し、素直に感動する子を育てます。
・渋川つつじ、モリアオガエル、久留女木の棚田に住む生物等、恵まれた自然環境を生かした感動体験いっぱいの保育をします。
・地域すべてを保育の場と捉え、地域の文化、自然、人材を取り入れた保育をします。
・隣接する小中一貫校との連携を大切にし、園児、児童、生徒・職員同士の交流を深めながら地域に根ざした幼稚園を目指しています。","・心も体も元気な子供・豊かに表現する子供・仲良く遊ぶ子供の育成に努め、心の豊かな子供を目指す。
・学年の発達に合わせ、3歳児は教師と一緒に過ごすことを楽しみ、ありのままの自分を出して遊ぶ。４歳児は気の合う友達と思いを伝え合いながら遊ぶ。５歳児は自分の目標や共通の目的に向かって、意欲的に取り組み、満足感や充実感を味わえるようにしていく。そのために教師は幼児理解に努め、家庭との連携を密にし、地域とのつながりを大切にしていく。
・保護者や地域から信頼される幼稚園、必要とされる幼稚園を目指し、幼児期の教育の重要性を発信していく。","PTA役員
ボランティア活動","通園バス（一部の地域）
保護者による個別送迎","あり
近隣駐車場あり","未就園児プレクラス（ひよこ学級、年10回実施）
入園説明会（1月中旬）
見学・参加出来る行事（運動会、発表会、一日入園）",自然あふれる環境の中で、子どもたちは伸び伸び楽しく生活しています。小規模園のため、子どもたちも兄弟のように仲が良いです。小学校の施設の中にあるので、小学生や小学校の先生方と一緒に生活しているのが、子どもにとってプラスになっています。
221309,A122210001880,静岡県,浜松市,浜松市立金指幼稚園,ハママツシリツカネサシヨウチエン,4312213,北区,浜松市北区引佐町金指862-3,,34.822922,137.683015,(053)542-2115,kanasashi-k@city.hamamatsu-szo.ed.jp,浜松市,20,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,7:30,18:30,8:30,14:00,あり,7:30,18:30,7:30～開園　100円降園～16:30まで150円　以後1時間ごと100円,長期休業中7:30～18:30（実施除外期間あり）,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：あり
給食費 264円/食 4,030円/月 
","【毎月】
絵本代 PTA会費 教材費 
1,000円～2,000円程度
【その他】
園服 体操服 クラス帽子 かばん 防災用品 保育用品 保険料 
","小高い山の上にあり、四季折々の豊かな自然に恵まれた幼稚園です。身近な動植物に親しみ、大きなプールで泳ぎ、広い園庭で思い切り鬼ごっこをして遊ぶなど、一年を通して元気に楽しく遊びます。子供たちはじっくりと遊ぶ中で、挑戦したり、考えたり、友達と協力したりしながら、生きる力、意欲、自信、感動する心を育んでいきます。
市立金指小学校と連携し、幼小のつながりを大切にしています。また、園外保育では収穫体験や、モリアオガエルの話を聞くことができ、地域の方々に温かく支えられています。","「豊かな心とたくましい子供の育成」を園目標とし、少人数保育の良さを生かした保育を行っています。個々を大切にし、一人一人の興味、発達をとらえていくことで、自己肯定感を育み、どの子も意欲的で、自信につながる保育を目指します。夢中で遊び、心が動く体験を多く積み重ねていきます。また、他園や地域との交流を深め、大勢の中で思いを伝えたり、協力したりする機会を大切にしていきます。
","PTA役員
ボランティア活動
サークル活動",保護者による個別送迎,あり,"未就園児プレクラス（ちびっこランド、5月より年10回実施）
入園説明会（1月頃）
園庭開放（月2回不定期 午前9時30分～11時）
見学・参加出来る行事（運動会・ハロウィン）
※随時見学説明可（要事前連絡） ","・行事のたびに成長してくれる姿がわかります。
・あいさつ等、言えるようになってきました。
・自分でできることは、進んで自分でやるようになりました。
・日々、ブログが更新され、園での様子がわかります。"
221309,A122210001899,静岡県,浜松市,浜松市立尾奈幼稚園,ハママツイチリツオナヨウチエン,4311424,北区,浜松市北区三ヶ日町下尾奈1461-1,,34.784841,137.538073,(053)524-0011,ona-k@city.hamamatsu-szo.ed.jp,浜松市,50,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:40,16:30,9:00,14:00,あり,,16:30,降園～16:30まで150円,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 281円/食
","【毎月】
PTA会費 おやつ代
～1,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  遠足代 写真代","・園舎は高台に位置し、みかん畑や山々、湖が見渡せる自然豊かな環境の中にあります。
・友達と一緒にたっぷり、ゆっくり、思い切り遊ぶ時間を大切にしています。
・異年齢児や小学生・未就園児・地域の高齢者・他の幼稚園児と交流し、人とかかわる機会を多く取り入れています。また、園や地域（ふるさと）の自然にふれ、豊かな体験ができるようにしています。","経営目標「一人一人のよさや個性を大切にした温かみのある幼稚園」のもと、「笑顔、やる気、やさしさいっぱい尾奈の子」を教育目標として保育に取り組んでいます。
生活、遊び、活動、行事など、子供が主体的にかかわり、やりたいこと（思い）が実現できるよう援助していきます。 ","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（なかよし会　6月頃から、年7回実施）
入園説明会（1月頃）
園庭開放（6月より毎週木曜日 午前）
見学・参加出来る行事（運動会） ",自然に囲まれ、地域探索や園外散歩が楽しめ、地域に密着した園です。夏には川遊びもできます。一人一人に丁寧に関わり、子供の笑顔を大切にしています。
221309,A122210001906,静岡県,浜松市,浜松市立大崎幼稚園,ハママツシリツオオサキヨウチエン,4311403,北区,浜松市北区三ヶ日町大崎1665-20,,34.772388,137.563498,(053)526-0517,osaki-k@city.hamamatsu-szo.ed.jp,浜松市,40,3歳児,就学前まで,土・日・祝日・夏・冬・春休み,8:40,16:30,9:00,14:00,あり,,16:30,降園～16:30まで150円,,なし,,保育料（1号認定）,"給食 週5回
アレルギー対応：要相談
給食費 281円/食
","【毎月】
PTA会費 おやつ代
～1,000円程度
【その他】
園服 クラス帽子  かばん  防災用品  保育用品  保険料  遠足代 写真代","・浜名湖に囲まれた地域で、自然に恵まれている。夏は大崎海岸に出掛けたり、秋や冬は裏のお宮やたんぼで自然に十分触れて遊ぶことができる。また、自治会のご厚意で体育館やグラウンドも自由に使わせてもらっている。
・地域の人は温かく協力的である。
・園児は明るく元気がある。保護者も協力的である。","・やさしさ、かしこさ、たくましさを兼ね備えたすこやかな子どもの育成を目指し、一人一人を大切にした保育を進める。
・園児の遊びを大切にし、毎日の生活を通し「幼児期に育てたい姿」が身につくようにする。
・園内外の自然に十分に触れ感性豊かな子を育てる。","PTA役員
ボランティア活動",保護者による個別送迎,あり,"未就園児プレクラス（なかよし会 6月より7回程度実施）
入園説明会（1月頃）
園庭開放（5月より毎週木曜日 午前）
見学・参加出来る行事（運動会）",自然豊かな環境の中で、子どもたちは、兄弟姉妹のように仲よく、のびのびと幼稚園生活を送れています。
